"","HSPP_DW_2155.97","HSPP_DW_2149.95","HSPP_DW_2159.91","HSPP_JY_894.2","HSPP_DW_2158.90","HSPP_DW_2161.93","HSPP_DW_2150.94","HSPP_DW_2157.96","HSPP_DW_2160.92","HSPP_JY_892.1","HSPP_DW_2156.98","Saliva_COVID-19_086","Saliva_COVID-19_078","Saliva_COVID-19_080","Saliva_COVID-19_083","Saliva_COVID-19_085","Saliva_COVID-19_082","Saliva_COVID-19_081","Saliva_COVID-19_087","Saliva_COVID-19_084","Saliva_COVID-19_079"
"Label","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","B","B","B","B","B","B"
"Q7Z3Y8","-3.808784","-3.808784","-3.109814","-3.808784","-3.808784","-3.808784","-3.808784","-3.808784","-3.808784","-3.808784","-3.808784","-3.808784","-3.808784","-3.808784","-3.808784","-3.808784","-3.808784","-3.808784","-3.808784","-3.808784","-3.808784"
"Q7Z3Z0","-3.800185","-3.800185","-3.101215","-3.800185","-3.800185","-3.800185","-3.800185","-3.800185","-3.800185","-3.800185","-3.800185","-3.800185","-3.800185","-3.800185","-3.800185","-3.800185","-3.800185","-3.800185","-3.800185","-3.800185","-3.800185"
"Q7Z406","-5.408041","-5.408041","-5.408041","-4.709075","-5.408041","-5.408041","-5.408041","-5.408041","-5.408041","-5.408041","-5.408041","-5.408041","-5.408041","-5.408041","-5.408041","-5.408041","-5.408041","-5.408041","-5.408041","-5.408041","-5.408041"
"Q7Z794","-4.355187","-2.786339","-2.732809","-3.501993","-4.355187","-3.156512","-4.355187","-3.122162","-4.355187","-3.656217","-4.355187","-4.355187","-4.355187","-4.355187","-4.355187","-4.355187","-4.355187","-4.355187","-4.355187","-4.355187","-4.355187"
"Q86SF2","-5.434856","-5.434856","-5.434856","-5.434856","-5.434856","-5.434856","-5.434856","-5.434856","-5.434856","-3.967140","-5.434856","-5.434856","-4.734239","-5.434856","-5.434856","-5.434856","-5.434856","-5.434856","-5.434856","-5.434856","-4.735891"
"Q86SG5","-3.567663","-3.567663","-3.567663","-3.567663","-3.567663","-3.567663","-3.567663","-3.567663","-3.567663","-3.567663","-3.567663","-3.567663","-3.567663","-3.567663","-3.567663","-3.567663","-1.899292","-2.868693","-2.546819","-3.567663","-3.567663"
"Q86T26","-5.270671","-5.270671","-5.270671","-5.270671","-5.270671","-5.270671","-5.270671","-5.270671","-5.270671","-5.270671","-5.270671","-4.571703","-5.270671","-5.270671","-5.270671","-5.270671","-5.270671","-4.524910","-4.504040","-5.270671","-5.270671"
"Q86UD1","-5.058488","-5.058488","-5.058488","-3.845241","-5.058488","-5.058488","-5.058488","-5.058488","-5.058488","-5.058488","-5.058488","-5.058488","-5.058488","-5.058488","-4.359519","-5.058488","-5.058488","-5.058488","-5.058488","-5.058488","-5.058488"
"Q86UQ4","-6.32760","-6.32760","-6.32760","-6.32760","-6.32760","-6.32760","-6.32760","-6.32760","-6.32760","-6.32760","-6.32760","-6.32760","-6.32760","-6.32760","-6.32760","-6.32760","-5.62892","-6.32760","-6.32760","-6.32760","-6.32760"
"Q86UX6","-4.457897","-4.457897","-4.457897","-4.457897","-4.457897","-4.457897","-4.457897","-4.457897","-4.457897","-4.457897","-4.457897","-4.457897","-4.457897","-4.457897","-3.655706","-3.456391","-4.457897","-4.457897","-4.457897","-3.758927","-4.457897"
"Q86VR7","-5.288528","-5.288528","-5.288528","-4.347077","-5.288528","-5.288528","-5.288528","-5.288528","-5.288528","-4.087565","-5.288528","-4.589560","-5.288528","-5.288528","-5.288528","-5.288528","-5.288528","-5.288528","-5.288528","-5.288528","-5.288528"
"Q86X29","-5.429452","-5.429452","-5.429452","-4.096367","-5.429452","-5.429452","-5.429452","-5.429452","-5.429452","-3.882629","-5.429452","-5.429452","-5.429452","-5.429452","-5.429452","-5.429452","-5.429452","-5.429452","-5.429452","-5.429452","-4.730487"
"Q86XD5","-4.747292","-4.747292","-4.747292","-4.048323","-4.747292","-4.747292","-4.747292","-4.747292","-4.747292","-3.834548","-4.747292","-4.747292","-4.747292","-4.747292","-4.747292","-4.747292","-4.747292","-4.747292","-4.747292","-4.747292","-4.747292"
"Q86XX4","-6.220219","-6.220219","-6.220219","-6.220219","-6.220219","-6.220219","-6.220219","-6.220219","-6.220219","-6.220219","-6.220219","-6.220219","-6.220219","-6.220219","-6.220219","-6.220219","-6.220219","-6.220219","-6.220219","-6.220219","-5.521426"
"Q86Y46","-4.238508","-4.238508","-2.335299","-3.504636","-4.238508","-4.238508","-4.238508","-4.238508","-4.238508","-3.539538","-4.238508","-4.238508","-4.238508","-4.238508","-4.238508","-4.238508","-4.238508","-4.238508","-4.238508","-4.238508","-4.238508"
"Q86YA3","-5.945335","-5.945335","-5.945335","-5.945335","-5.945335","-5.945335","-5.945335","-5.945335","-5.945335","-5.945335","-5.945335","-5.945335","-5.945335","-5.945335","-5.246415","-5.945335","-5.945335","-5.945335","-5.945335","-5.945335","-5.945335"
"Q86YQ8","-5.335167","-5.335167","-5.335167","-5.335167","-5.335167","-5.335167","-5.335167","-5.335167","-5.335167","-4.298777","-5.335167","-5.335167","-5.335167","-5.335167","-5.335167","-5.335167","-5.335167","-5.335167","-4.636200","-5.335167","-5.335167"
"Q86YZ3","-5.048079","-5.048079","-5.048079","-4.110586","-5.048079","-5.048079","-5.048079","-5.048079","-5.048079","-4.349110","-5.048079","-5.048079","-5.048079","-5.048079","-5.048079","-5.048079","-5.048079","-5.048079","-5.048079","-5.048079","-5.048079"
"Q8IVF2","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-5.647804","-6.346458","-6.346458"
"Q8IWI9","-5.739908","-5.739908","-5.739908","-5.739908","-5.739908","-5.739908","-5.739908","-5.739908","-5.739908","-5.040958","-5.739908","-5.739908","-5.739908","-5.739908","-5.739908","-5.739908","-5.739908","-5.739908","-5.739908","-5.739908","-5.739908"
"Q8IYA5","-4.67683","-4.67683","-4.67683","-3.97786","-4.67683","-4.67683","-4.67683","-4.67683","-4.67683","-4.67683","-4.67683","-4.67683","-4.67683","-4.67683","-4.67683","-4.67683","-4.67683","-4.67683","-4.67683","-4.67683","-4.67683"
"Q8N0Y7","-4.021190","-4.021190","-4.021190","-4.021190","-4.021190","-4.021190","-4.021190","-4.021190","-4.021190","-4.021190","-4.021190","-4.021190","-4.021190","-4.021190","-3.286753","-4.021190","-3.050434","-4.021190","-4.021190","-3.322220","-4.021190"
"Q8N355","-2.206448","-2.417107","-2.539669","-2.375795","-3.238639","-2.088313","-2.297829","-2.451901","-3.238639","-2.402379","-3.238639","-3.238639","-3.238639","-3.238639","-3.238639","-3.238639","-3.238639","-3.238639","-3.238639","-3.238639","-3.238639"
"Q8N441","-5.318033","-5.318033","-5.318033","-5.318033","-5.318033","-5.318033","-5.318033","-5.318033","-5.318033","-5.318033","-5.318033","-5.318033","-4.619065","-5.318033","-5.318033","-5.318033","-5.318033","-5.318033","-5.318033","-5.318033","-5.318033"
"Q8N474","-5.075410","-5.075410","-5.075410","-5.075410","-5.075410","-5.075410","-5.075410","-5.075410","-5.075410","-5.075410","-5.075410","-5.075410","-5.075410","-4.376441","-5.075410","-5.075410","-5.075410","-5.075410","-5.075410","-5.075410","-5.075410"
"Q8N4F0","-4.015572","-4.015572","-3.108870","-3.316602","-4.015572","-4.015572","-4.015572","-4.015572","-4.015572","-2.569878","-4.015572","-2.649727","-2.586345","-2.317673","-2.487269","-2.465385","-2.715989","-2.399311","-2.631972","-2.529031","-2.177763"
"Q8N4H0","-5.177177","-5.177177","-5.177177","-5.177177","-5.177177","-5.177177","-5.177177","-5.177177","-5.177177","-5.177177","-5.177177","-5.177177","-5.177177","-5.177177","-5.177177","-5.177177","-5.177177","-5.177177","-4.478208","-5.177177","-5.177177"
"Q8N5F4","-2.195769","-2.406427","-2.528990","-3.227960","-3.227960","-2.077633","-2.287148","-2.441221","-3.227960","-3.227960","-3.227960","-3.227960","-3.227960","-3.227960","-3.227960","-3.227960","-3.227960","-3.227960","-3.227960","-3.227960","-3.227960"
"Q8N7E6","-4.674607","-4.674607","-4.674607","-4.674607","-4.674607","-4.674607","-4.674607","-4.674607","-4.674607","-3.975637","-4.674607","-4.674607","-4.674607","-4.674607","-4.674607","-4.674607","-4.674607","-4.674607","-4.674607","-4.674607","-4.674607"
"Q8N7J2","-5.110809","-5.110809","-5.110809","-4.411840","-5.110809","-5.110809","-5.110809","-5.110809","-5.110809","-5.110809","-5.110809","-5.110809","-5.110809","-5.110809","-5.110809","-5.110809","-5.110809","-5.110809","-5.110809","-5.110809","-5.110809"
"Q8N9V7","-5.810763","-5.810763","-5.810763","-5.810763","-5.810763","-5.810763","-5.810763","-5.810763","-5.810763","-5.810763","-5.810763","-5.810763","-5.810763","-5.810763","-5.810763","-5.111819","-5.810763","-5.810763","-5.810763","-5.810763","-5.810763"
"Q8NAB7","-4.795988","-4.795988","-4.795988","-4.097019","-4.795988","-4.795988","-4.795988","-4.795988","-4.795988","-4.795988","-4.795988","-4.795988","-4.795988","-4.795988","-4.795988","-4.795988","-4.795988","-4.795988","-4.795988","-4.795988","-4.795988"
"Q8NBI4","-5.054728","-5.054728","-5.054728","-5.054728","-5.054728","-5.054728","-5.054728","-5.054728","-5.054728","-4.355758","-5.054728","-5.054728","-5.054728","-5.054728","-5.054728","-5.054728","-5.054728","-5.054728","-5.054728","-5.054728","-5.054728"
"Q8NBJ4","-4.953738","-4.953738","-4.953738","-4.953738","-4.953738","-4.953738","-4.953738","-4.953738","-4.953738","-4.953738","-4.953738","-4.254769","-4.042728","-4.181642","-4.953738","-4.185819","-3.925440","-3.730767","-4.187020","-4.219467","-3.290993"
"Q8NBJ7","-5.061279","-5.061279","-5.061279","-4.063738","-5.061279","-5.061279","-5.061279","-5.061279","-5.061279","-5.061279","-5.061279","-5.061279","-5.061279","-5.061279","-5.061279","-4.362310","-5.061279","-5.061279","-5.061279","-5.061279","-5.061279"
"Q8NC42","-5.184686","-5.184686","-5.184686","-5.184686","-5.184686","-5.184686","-5.184686","-5.184686","-5.184686","-5.184686","-5.184686","-5.184686","-5.184686","-5.184686","-5.184686","-4.485718","-5.184686","-5.184686","-5.184686","-5.184686","-5.184686"
"Q8NC69","-4.979472","-4.979472","-4.979472","-4.979472","-4.979472","-4.979472","-4.979472","-4.979472","-4.979472","-4.979472","-4.979472","-4.979472","-4.979472","-4.979472","-4.979472","-4.979472","-4.979472","-4.280503","-4.979472","-4.979472","-4.979472"
"Q8NCL4","-5.411164","-5.411164","-5.411164","-3.901841","-5.411164","-5.411164","-5.411164","-5.411164","-5.411164","-4.341321","-5.411164","-5.411164","-4.710411","-4.673254","-5.411164","-4.677574","-5.411164","-5.411164","-5.411164","-4.410162","-4.712198"
"Q8NCL6","-2.205568","-1.939106","-2.237760","-2.280182","-3.028160","-2.087433","-1.899008","-2.207983","-3.028160","-2.329190","-3.028160","-3.028160","-3.028160","-3.028160","-3.028160","-3.028160","-3.028160","-3.028160","-3.028160","-3.028160","-3.028160"
"Q8NCW5","-5.082704","-5.082704","-5.082704","-5.082704","-5.082704","-5.082704","-5.082704","-5.082704","-5.082704","-5.082704","-5.082704","-5.082704","-5.082704","-5.082704","-5.082704","-5.082704","-4.383735","-5.082704","-4.344285","-5.082704","-5.082704"
"Q8NEJ1","-2.213425","-2.424084","-2.546646","-2.515010","-3.245616","-2.192200","-2.304806","-2.458878","-3.245616","-2.500018","-3.245616","-3.245616","-3.245616","-3.245616","-3.245616","-3.245616","-3.245616","-3.245616","-3.245616","-3.245616","-3.245616"
"Q8NEL9","-5.062281","-5.062281","-5.062281","-4.363312","-5.062281","-5.062281","-5.062281","-5.062281","-5.062281","-5.062281","-5.062281","-5.062281","-5.062281","-5.062281","-5.062281","-5.062281","-5.062281","-5.062281","-5.062281","-5.062281","-5.062281"
"Q8NFT8","-5.519124","-5.519124","-5.519124","-5.519124","-5.519124","-5.519124","-5.519124","-5.519124","-5.519124","-5.519124","-5.519124","-4.820161","-4.784098","-4.269864","-5.519124","-4.751046","-5.519124","-5.519124","-4.752272","-5.519124","-4.484789"
"Q8NFZ8","-4.866269","-4.866269","-4.866269","-4.866269","-4.866269","-4.866269","-4.866269","-4.866269","-4.866269","-4.866269","-4.866269","-4.866269","-4.866269","-4.167300","-4.866269","-4.866269","-4.866269","-4.866269","-4.866269","-4.866269","-4.866269"
"Q8NGJ9","-5.137867","-5.137867","-5.137867","-5.137867","-5.137867","-5.137867","-5.137867","-5.137867","-5.137867","-5.137867","-5.137867","-5.137867","-5.137867","-5.137867","-5.137867","-5.137867","-4.438899","-5.137867","-5.137867","-5.137867","-5.137867"
"Q8NHB1","-5.103032","-5.103032","-5.103032","-5.103032","-5.103032","-5.103032","-5.103032","-5.103032","-5.103032","-5.103032","-5.103032","-5.103032","-5.103032","-5.103032","-5.103032","-4.080974","-3.723699","-4.404063","-5.103032","-5.103032","-5.103032"
"Q8NHV4","-5.101164","-5.101164","-5.101164","-5.101164","-5.101164","-5.101164","-5.101164","-5.101164","-5.101164","-5.101164","-5.101164","-5.101164","-5.101164","-5.101164","-5.101164","-4.402195","-5.101164","-5.101164","-5.101164","-5.101164","-5.101164"
"Q8NHW5","-4.785209","-4.785209","-4.785209","-4.086239","-4.785209","-4.785209","-4.785209","-4.785209","-4.785209","-4.785209","-4.785209","-4.785209","-4.785209","-4.785209","-4.785209","-4.785209","-4.785209","-4.785209","-4.785209","-4.785209","-4.785209"
"Q8TAG9","-5.527529","-5.527529","-5.527529","-5.527529","-5.527529","-5.527529","-5.527529","-5.527529","-5.527529","-5.527529","-5.527529","-5.527529","-5.527529","-5.527529","-4.828566","-5.527529","-5.527529","-5.527529","-5.527529","-5.527529","-5.527529"
"Q8TAX7","-4.898665","-4.898665","-4.898665","-3.383346","-4.898665","-4.898665","-4.898665","-4.898665","-4.898665","-2.845089","-4.898665","-3.487596","-3.589965","-3.610763","-3.654548","-3.857986","-4.199695","-4.004979","-3.507016","-3.263277","-3.415454"
"Q8TCD0","-2.510981","-2.119580","-2.367081","-2.295616","-3.209951","-2.012634","-2.301332","-2.279312","-3.209951","-2.310232","-3.209951","-3.209951","-3.209951","-3.209951","-3.209951","-3.209951","-3.209951","-3.209951","-3.209951","-3.209951","-3.209951"
"Q8TDL5","-4.162046","-4.162046","-4.162046","-3.001841","-4.162046","-4.162046","-4.162046","-4.162046","-4.162046","-3.023769","-4.162046","-3.407046","-3.045251","-2.695137","-2.733098","-2.568546","-3.463076","-3.046540","-2.700534","-2.638440","-2.377834"
"Q8TDR6","-4.835587","-4.835587","-4.835587","-4.136618","-4.835587","-4.835587","-4.835587","-4.835587","-4.835587","-4.835587","-4.835587","-4.835587","-4.835587","-4.835587","-4.835587","-4.835587","-4.835587","-4.835587","-4.835587","-4.835587","-4.835587"
"Q8TE63","-4.111776","-4.111776","-4.111776","-3.149427","-4.111776","-4.111776","-4.111776","-4.111776","-4.111776","-3.412806","-4.111776","-4.111776","-4.111776","-4.111776","-4.111776","-4.111776","-4.111776","-4.111776","-4.111776","-4.111776","-4.111776"
"Q8TF32","-5.075720","-5.075720","-5.075720","-5.075720","-5.075720","-5.075720","-5.075720","-5.075720","-5.075720","-5.075720","-5.075720","-5.075720","-5.075720","-5.075720","-5.075720","-5.075720","-5.075720","-5.075720","-5.075720","-4.376751","-5.075720"
"Q8WUM4","-5.561924","-5.561924","-5.561924","-3.713252","-5.561924","-5.561924","-5.561924","-5.561924","-5.561924","-4.011396","-5.561924","-4.414088","-4.855114","-5.561924","-4.861697","-4.822175","-4.862962","-5.561924","-4.346305","-5.561924","-5.561924"
"Q8WV93","-5.003400","-5.003400","-5.003400","-5.003400","-5.003400","-5.003400","-5.003400","-5.003400","-5.003400","-5.003400","-5.003400","-5.003400","-5.003400","-3.862709","-4.304431","-5.003400","-4.129362","-5.003400","-3.965011","-5.003400","-3.521260"
"Q8WVQ1","-5.185751","-5.185751","-5.185751","-3.447940","-5.185751","-5.185751","-5.185751","-5.185751","-5.185751","-3.673521","-5.185751","-5.185751","-5.185751","-4.482672","-5.185751","-4.486782","-5.185751","-5.185751","-5.185751","-5.185751","-5.185751"
"Q8WWA0","-4.811803","-4.811803","-4.811803","-4.811803","-4.811803","-4.811803","-4.811803","-4.811803","-4.811803","-3.645104","-4.811803","-4.811803","-4.811803","-4.811803","-4.811803","-4.811803","-4.811803","-4.811803","-4.811803","-4.811803","-4.112833"
"Q8WWI1","-5.508912","-5.508912","-5.508912","-5.508912","-5.508912","-5.508912","-5.508912","-5.508912","-5.508912","-5.508912","-5.508912","-5.508912","-5.508912","-5.508912","-5.508912","-5.508912","-5.508912","-5.508912","-4.809948","-5.508912","-5.508912"
"Q8WXG9","-6.046641","-6.046641","-6.046641","-6.046641","-6.046641","-6.046641","-6.046641","-6.046641","-6.046641","-5.347750","-6.046641","-6.046641","-6.046641","-6.046641","-6.046641","-6.046641","-6.046641","-6.046641","-6.046641","-6.046641","-6.046641"
"Q8WY24","-2.209078","-1.942616","-2.366207","-2.327272","-3.065177","-2.136700","-1.902518","-2.278439","-3.065177","-3.065177","-3.065177","-3.065177","-3.065177","-3.065177","-3.065177","-3.065177","-3.065177","-3.065177","-3.065177","-3.065177","-3.065177"
"Q8WYB5","-5.600662","-5.600662","-5.600662","-4.901702","-5.600662","-5.600662","-5.600662","-5.600662","-5.600662","-5.600662","-5.600662","-5.600662","-5.600662","-5.600662","-5.600662","-5.600662","-5.600662","-5.600662","-5.600662","-5.600662","-5.600662"
"Q92485","-5.309624","-5.309624","-5.309624","-5.309624","-5.309624","-5.309624","-5.309624","-5.309624","-5.309624","-4.214955","-5.309624","-4.610657","-5.309624","-5.309624","-5.309624","-5.309624","-5.309624","-5.309624","-5.309624","-5.309624","-5.309624"
"Q92520","-4.973303","-4.973303","-4.973303","-3.941195","-4.973303","-4.973303","-4.973303","-4.973303","-4.973303","-3.727439","-4.973303","-4.973303","-3.971713","-4.973303","-4.973303","-4.973303","-4.973303","-4.973303","-4.973303","-4.973303","-4.274333"
"Q92598","-5.179928","-5.179928","-5.179928","-5.179928","-5.179928","-5.179928","-5.179928","-5.179928","-5.179928","-4.480960","-5.179928","-5.179928","-5.179928","-5.179928","-5.179928","-5.179928","-5.179928","-5.179928","-5.179928","-5.179928","-5.179928"
"Q92673","-5.59175","-5.59175","-5.59175","-4.75424","-5.59175","-5.59175","-5.59175","-5.59175","-5.59175","-4.89279","-5.59175","-5.59175","-5.59175","-5.59175","-5.59175","-5.59175","-5.59175","-5.59175","-5.59175","-5.59175","-5.59175"
"Q92736","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-5.647804","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458","-6.346458"
"Q92743","-4.325653","-4.325653","-4.325653","-3.526032","-4.325653","-4.325653","-4.325653","-4.325653","-4.325653","-3.626683","-4.325653","-4.325653","-4.325653","-4.325653","-4.325653","-4.325653","-4.325653","-4.325653","-4.325653","-4.325653","-4.325653"
"Q92764","-3.775363","-3.775363","-3.076393","-3.775363","-3.775363","-3.775363","-3.775363","-2.988624","-3.775363","-3.775363","-3.775363","-3.775363","-3.775363","-3.775363","-3.775363","-3.775363","-3.775363","-3.775363","-3.775363","-3.775363","-3.775363"
"Q92777","-5.049050","-5.049050","-5.049050","-4.350081","-5.049050","-5.049050","-5.049050","-5.049050","-5.049050","-5.049050","-5.049050","-5.049050","-5.049050","-5.049050","-5.049050","-5.049050","-5.049050","-5.049050","-5.049050","-5.049050","-5.049050"
"Q92820","-5.118158","-5.118158","-5.118158","-5.118158","-5.118158","-5.118158","-5.118158","-5.118158","-5.118158","-4.049927","-5.118158","-5.118158","-4.419189","-5.118158","-3.948616","-5.118158","-3.648629","-4.408157","-4.086292","-3.942676","-4.119701"
"Q92876","-5.004627","-5.004627","-5.004627","-5.004627","-5.004627","-5.004627","-5.004627","-5.004627","-5.004627","-3.934906","-5.004627","-4.039006","-4.304081","-5.004627","-5.004627","-5.004627","-3.466647","-4.293112","-3.795202","-4.003751","-4.305658"
"Q92878","-5.364312","-5.364312","-5.364312","-5.364312","-5.364312","-5.364312","-5.364312","-5.364312","-5.364312","-4.665345","-5.364312","-5.364312","-5.364312","-5.364312","-5.364312","-5.364312","-5.364312","-5.364312","-5.364312","-5.364312","-5.364312"
"Q92882","-4.953738","-4.953738","-4.953738","-4.953738","-4.953738","-4.953738","-4.953738","-4.953738","-4.953738","-4.953738","-4.953738","-4.953738","-4.953738","-4.953738","-3.952686","-4.953738","-4.254769","-4.953738","-4.953738","-4.953738","-4.953738"
"Q969T9","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-4.341035","-5.040004","-5.040004","-5.040004","-5.040004"
"Q969U6","-5.404499","-5.404499","-5.404499","-5.404499","-5.404499","-5.404499","-5.404499","-5.404499","-5.404499","-5.404499","-5.404499","-4.705534","-5.404499","-5.404499","-5.404499","-5.404499","-5.404499","-5.404499","-5.404499","-5.404499","-5.404499"
"Q96BD6","-5.059483","-5.059483","-5.059483","-5.059483","-5.059483","-5.059483","-5.059483","-5.059483","-5.059483","-5.059483","-5.059483","-5.059483","-5.059483","-5.059483","-5.059483","-5.059483","-4.360513","-5.059483","-5.059483","-5.059483","-5.059483"
"Q96BQ1","-4.973548","-4.973548","-4.973548","-3.537467","-4.973548","-4.973548","-4.973548","-4.973548","-4.973548","-2.994661","-4.973548","-3.700841","-3.789842","-3.275528","-3.796450","-3.756838","-4.274578","-3.778899","-4.235152","-3.966616","-3.122416"
"Q96C90","-4.790646","-4.790646","-4.790646","-4.790646","-4.790646","-4.790646","-4.790646","-4.790646","-4.790646","-4.790646","-4.790646","-4.790646","-4.790646","-4.790646","-4.790646","-4.790646","-4.091676","-4.790646","-4.790646","-4.790646","-4.790646"
"Q96DA0","-3.686116","-3.686116","-3.686116","-3.686116","-3.686116","-3.686116","-3.686116","-3.686116","-3.686116","-3.686116","-3.686116","-1.618465","-1.639273","-2.024401","-1.845177","-1.948911","-2.987146","-2.141041","-1.617523","-1.546138","-1.948560"
